,评论,得分,时间,点赞,回复
371,可惜没看到水母没有看到水母看到了海龟和海豹  而是买烤肠的阿姨服务态度也不好 玩男朋友问了一下水母馆在哪？然后我们九直接走了 但是阿姨说：你连一声谢谢都不说  我们还对你说过谢谢你都没有给我们想要的答案凭什么对你说过谢谢,1.0,2021/1/2,0,0
372,太适合拍照了,4.0,2021/1/10,0,1
373,"青岛水族馆预约观赏
馆内干净，微循环原生态透明设计展厅，色泽亮丽，灯光照射异常优美，微生物体态，行走各异、微生物一举一动尽收眼帘，非常之享受快乐之感。",5.0,2020/11/1,0,1
374,【环境】挺好的。看了好多可爱的动物。,4.0,2020/12/27,0,1
375,最老的水族馆，有一种历史的韵味，但是丝毫没有老旧的气息，水族馆不像一般的那样在一栋楼里，而是开放的，连接着鲁迅公园，一个个场馆是分开来的，周围风景宜人，就在海边，周末小朋友也是真的多，最近门票免费，要抓紧去打卡呀冲冲冲,5.0,2020/11/13,0,1
376,"【交通】坐3号线地铁在人民会堂下
【环境】沿海边看风景，依山傍海，很美哟
【项目】参观了水母馆、海豹馆、标本馆
【购票】提前在公众号预约即可（免费）
周末带娃逛个水族馆还不错哦，推荐水母馆，小盆友们比较喜欢😘",4.0,2020/10/31,0,1
377,之前一直听说水族馆免费没有机会去，趁着现在人不多，抓紧去打卡，果然没让我失望，里边有各种神奇的好玩的海洋物种，水母馆，海狮管，淡水生物馆等。都非常棒，坐地铁3号线汇泉广场下车，交通便利，推荐大家带孩子去,5.0,2020/11/7,0,1
378,青岛水族馆，到年底都是免费的哦，非常值得一观，特别是水母馆，如梦如幻，非常漂亮。海豹馆的小可爱们也非常cute。还有肥肥的海狮和海龟……大家有时间一定要去看一下，尤其是小朋友们，一定会非常开心，非常喜欢的。,5.0,2020/11/21,0,1
379,毕竟是白嫖的，一般般吧。水母还挺多的,3.0,2021/2/3,0,1
380,挺好的，干净整洁！非常不错，关键是不用花钱,3.0,2020/12/1,0,1
381,水族馆很好看 ，有三个馆可以免费参观，第一个先进的水母馆，各种奇形怪状的水母游动在水中，很好看，第二个是海象 海师 ，也很好玩，最后一个是各种鱼类，颜色各异，种类繁多，走完三个馆大概两个小时，周末可以去看看，值得推荐,5.0,2020/11/18,0,1
382,"很不错的免费景区，里面很多水母，还有大王八和海豹。
很不错的免费景区，里面很多水母，还有大王八和海豹。
很不错的免费景区，里面很多水母，还有大王八和海豹。
很不错的免费景区，里面很多水母，还有大王八和海豹。",4.0,2020/12/6,0,1
383,来青岛旅游一定要来水族馆打卡，探寻大海深处的奥秘，开阔一下眼界，了解一下海洋科普知识，是大人和孩子必不可少的学习圣地。在这里你能看到各种各样漂亮的水母，在水中游来游去千姿百态，海豹，海狮，海龟，还有企鹅，各种的贝类，鱼类和大型海洋哺乳动物的标本，海洋的魅力超乎想象。,5.0,2020/10/10,0,1
384,"【环境】挺好的 ，周二去人也不是很多，很干净。
【交通】距离火车站很近，小青岛公园，鲁迅公园都很近可以步行到达。
【项目】因为是免费预约的票，看了水母馆，水母种类很多很好看，适合带小朋友去。看完超想和派大星一起去捉水母。还有海狮海豹一只企鹅和几只乌龟。没有了。如果买票的话，我觉得三十块钱比较适合，再贵就不划算了。",4.0,2020/9/23,0,1
385,"【环境】不错
【交通】便利",4.0,2020/12/26,0,1
386,趁着水族馆馆免费来的，人不是特别多，不用排很长的队，可以免费参观水母馆，海豹海狮馆，看到动物的同时，也增长了很多知识。特别是水母馆，各种各样的，非常漂亮。海豹和海狮也都非常活跃，很有意义的一次参观，参观完后还可以去海边走走，非常舒服！,4.0,2020/11/4,0,1
387,做为青岛本地人，仅是在N多年前到过水族馆，这次陪外地的亲戚一起去玩，真是不一样的感觉，如梦如幻，水藻神奇，仙境一般，强烈推荐本地朋友和外地朋友去玩！！,5.0,2020/11/14,0,0
388,看水母免费，看水族馆还是要99元,3.0,2021/1/16,0,1
389,很多生物都是第一次见，满足了猎奇心,3.0,2021/1/31,0,1
390,很不错👍可以带孩子感受下 外面风景也很好,5.0,2021/1/30,1,1
391,好的，可以，水母挺好看的，就是有点少,3.0,2021/2/1,0,1
392,"八月一号开始青岛有十二家旅游景点免费对外开放[爱心]
今天跟着斑马来来青岛水族馆看看吧👀

📍详细地址：青岛市市南区莱阳路4号[胜利]海底世界斜对面，跟着导航🧭走，走西侧的门提前预约更合适[爱心]

🚗交通攻略：开车的话可以停到鱼山路那边走下来，周围停车不是很方便，公交车🚌还是很多的，地铁🚇三号线人民会堂也比较遥远[流泪]

🕙开放时间：现在是最晚18:30入场，尽量早一些过去，和人之间距离大一些，疫情还需要注意⚠️

💰门票价格：免费🆓水母馆和海豹🐬馆

🌟亮点特色：

1⃣️水母馆：整体不是特别的大，里面有各种软体动物🧞‍♂️，最亮眼的就是水母群，加上灯光🌟特别的美，让人驻足观赏心旷神怡[爱心]

2⃣️海豹馆：以为只有一个场馆免费🆓，下面的海豹馆也是免费的，同样的方式就可以入场啦，这里主要是海豹和海狮，大家都看过海洋动物表扬[强]这两种动物都是特别的聪明，小动物们都是萌萌哒，可以周末溜娃还长知识，海豹和海狮的区别有三点，耳朵、前鳍和尾巴[爱心]

📌小Tips：

1⃣️携带好健康码，可以提前预约免得空跑，免费不包括海底世界主会场[爱心]",5.0,2020/8/17,1,4
393,在网上预约的 免费预约 去了4个馆 感觉海豹馆最适合我们 因为宝贝小 别的看不懂 也没有兴趣 对动的物体特别感兴趣 追着跑 但我感觉水母馆跟好看一些 真的很漂亮 呵呵 照的不好 玩一下午是可以的 顺便还可以去遛海边 挖个小蟹子啥的😃,5.0,2020/11/8,0,1
394,"工作人员很热心很负责。场馆不大，很快就能逛完，水母和珊瑚都保护的挺好，两只海龟还是玳瑁特别大，让人想起来西游记驮着唐僧过海的大龟。
小青岛公园就很不厚道，九月份去要现场预约，结果四点半到那工作人员说四点截止进园。然后我们十一期间三点过去，到了说约满了进不了，这也太坑了吧，说好的要现场预约这次直接改线上了，我们不知道在美团约啊，白白跑过去两次，太窝心了。以后景区工作人员负责一点吧，把预约途径和二维码都放在现场，不要让人两次都扑空！",5.0,2020/10/9,0,1
395,环境好，上餐快,4.0,2021/1/31,0,1
396,"还好
【环境】挺好
【交通】也挺好
【项目】也挺好
【餐饮】也挺好",3.0,2021/1/26,0,1
397,水母，海豹，海狮，企鹅……免门票，带小孩子来逛逛的话非常不错,4.0,2020/12/13,0,1
398,水母很漂亮，孩子喜欢看，孩子很喜欢美人鱼,4.0,2021/1/28,0,1
399,青岛水族馆是青岛老牌的海洋类博物馆了，其主体建筑曾被誉为青岛最美的老建筑。目前免费开放三个馆，一个是淡水鱼馆，在莱阳路靠山的部分，里面20多种淡水鱼类，还有蜥蜴、蟾蜍、大鲵、扬子鳄、泰国鳄、海龟等两栖动物。另外，靠海的一侧主要梦幻水母馆和海豹馆。水母馆非常美，海豹馆主要是60多头斑海豹，和海狮、企鹅等。全程逛下来也就一个多小时。,5.0,2020/9/11,0,1
400,超好看！！！超推荐 很出片啊赶紧带上你的小姐妹去吧！,5.0,2020/12/26,0,1
401,总体来说挺好的，只有水母宫是免费的，没大有什么看头。,3.0,2021/1/24,1,1
402,非常好，预约速度很快，免费看,5.0,2020/12/4,0,1
403,免费的，当然要去，很方便，手机上当场就能操作,5.0,2020/12/6,0,0
404,大人孩子都很多，各种水母很漂亮，海龟慵懒，小鱼儿悠哉悠哉，感觉很棒,4.0,2020/11/25,0,1
405,很推荐，超级治愈的一个地方呀～ 水母企鹅海豹都好可爱，水母馆真的太赞了👍，可以带小朋友去玩一玩，而且免费，微信公众号预约一下就行了，就很nice～ 值得一去，hhhhhhhhhhhh凑字数从现在开始了了了了了,5.0,2020/11/12,0,1
406,非常钢铁和我的朋友们一起的时候我们都在这里生活水平不断提高警惕，我的人生就是说我是一名作家的朋友可以理解的时候可以接受这个世界,4.0,2021/1/5,0,1
407,免费的 很8错,4.0,2020/12/31,0,1
408,是一个免费的项目，很不错，有海葵还有各种鱼类，还有海狮海豹，值得一看！,4.0,2021/1/19,0,1
409,很喜欢，还会去的，给十五分好评,5.0,2021/1/28,1,1
410,就是品种有点少，还是不错的，水母很漂亮，养眼又很萌～,4.0,2020/11/18,0,1
411,"【项目】有海豹馆  淡水鱼馆  生物馆   等 这几个疫情期间可以免费去  海狮海豹非常可爱   
【环境】环境优雅 出门有庭院  大海 海风 还可以坐快艇  
【交通】比较方便 进去直接扫码  不需要出示身份证等证件  非常方便
【餐饮】游园没没有什么餐饮 只有卖小吃的   自己可以考虑要不要购买  总体来说是一个适合情侣，朋友，同事去的地方",5.0,2020/9/20,0,0
412,很好  主要是不要钱，停车也可以  一次4块钱 ，很好,4.0,2021/1/23,0,1
413,周末约着小伙伴一起去的，很好玩,4.0,2020/12/5,0,1
414,感觉现在政策非常好，是免费参观的，一共有四个馆，有水母宫还有海豹馆，还有两个标本馆，非常值得一看，周末去的，有专门的停车场，停车方便而且不贵。参观的人还可以，检查了身份证还有健康码，很快就进去了。很开心的一次体验！,4.0,2020/11/5,0,1
415,不错远有小时候的记忆，陪老母亲去看的,4.0,2021/1/21,0,1
416,"【环境】周末里面人很多但是还是很干净，小动物很可爱😲
【项目】除了海底世界收费别的都去看了，线上提前预约刷码进去就可以。
下次可以去海底世界看看最好避开假期和周末因为人真的很多 哈哈哈🤭",5.0,2020/10/27,0,1
417,非常美丽的水族馆！像一个小型的海底世界！去年去了海昌极地海洋世界，今年国庆选择在市中心玩，就去了水族馆，第一次来，超乎想象的美！里面水母居多，妹妹和爸爸妈妈都很喜欢，不用门票，人也不是特别多，很漂亮，门口预约很方便！下次和朋友一起来！,5.0,2020/10/6,0,1
418,还可以 比较小 但是免费观看。。。。。,3.0,2021/1/25,0,1
419,去一次不错，经常去就没啥意思了，图个新鲜吧,3.0,2021/1/21,0,1
420,很好，很漂亮,5.0,2021/1/10,1,1
421,"水族馆很大种类很多的鱼哦🐟
去完水族馆就去旁边浴场开心开心快乐幸福开心快乐健康成长
团下时心里还觉得一个价钱不知道怎么样，结果是感觉比想象中令人满意，希望店家多搞活动，下次会再团。哈哈哈哈开心开心开心我",5.0,2020/10/30,0,1
422,网上订票非常方便，还是那么的好玩,5.0,2021/1/24,1,1
423,免费，小孩喜欢去，每周都要去，太好了,4.0,2020/12/14,0,1
424,青岛水族馆很美，漂亮，大气。我领着外孙去的，外孙很喜欢。期待下次再去。,5.0,2021/1/17,1,1
425,"【环境】
【餐饮】
【餐饮】
【项目】不错不错不错不错的",5.0,2021/1/21,1,1
426,"还可以，免费，免费的海洋馆。
【环境】比较新。
【交通】比较便利，有地铁。",3.0,2021/1/18,0,1
427,"还行吧
【环境】
【交通】
【项目】
【餐饮】还可以",3.0,2021/1/21,0,1
428,挺好玩的。,5.0,2021/1/24,0,1
429,不错 挺好的  还可以，喜欢，去玩玩吧,3.0,2021/1/22,0,1
430,发发发你不会刚刚发的vv刚刚刚刚好,3.0,2021/1/25,0,1
431,总体还可以 和家人一起玩的很开心 有意者可以去试一下,3.0,2021/1/19,0,1
432,好好，可以,4.0,2021/1/23,0,1
433,水母宫的检票员态度很差，可能因为是免费的票，所以就和欠她钱了一样。海豹馆的态度挺好，反差真大，一线的员工真得好好培训一下，这样的态度怎么给企业带来价值？,2.0,2020/12/19,0,1
434,只开放了一小部分，不过人不多，比较满意,4.0,2021/1/21,0,1
435,夏天去的人挺多  就有几个水族箱  有机会一定要去海底世界看看,4.0,2020/11/13,0,1
436,特别适合孩子   涨知识   水母   海豹   海狮   企鹅🐧   抹香鲸的标本   淡水鱼,5.0,2020/11/12,0,1
437,"青岛人应该是不怎么去这些地方的 但是去了一次感觉还是不错 虽然不是那么大 但是能看的东西还是不少的 比较建议带小朋友来
青岛人应该是不怎么去这些地方的 但是去了一次感觉还是不错 虽然不是那么大 但是能看的东西还是不少的 比较建议带小朋友来",5.0,2020/11/16,0,0
438,非常喜欢青岛水族馆，青岛水族馆位于莱阳路上，在路南进去只要刷码就可以了，最喜欢的就是水族馆，水族馆里水母非常漂亮，游动起来像仙女一样。让人感觉 非常的放松嗯水母管理还有三只大乌孩子们非常的喜欢大乌龟。然后往前走，就是嗯海狮和海豹馆中间，还可以看到漂亮的大海，海报和海狮也和孩子们互动。 主要现在是免费，不要错过这个机会哦。,5.0,2020/10/11,0,1
439,就是停车位太难找了，其他的都挺好的,3.0,2021/1/20,0,1
440,值得带孩子去，水母很漂亮,4.0,2021/1/21,1,1
441,海豹非常可爱，然后海龟也是，我都拍下来了，里面的水母，也好看，因为我在青岛待了很长时间，都没有去看，我一开始感觉不好看，但是一去就被海豹，还有里面有鲨鱼馆，海洋生物馆，海豹馆，里面还有海狮，然后很多，只是没有好好去看,4.0,2020/11/6,0,1
442,"【环境】优美，附近很多好玩的地方
【交通】有停车场，一个小时八块钱
【项目】就是水母馆，里面的海狮什么都是收费的，一百二一个人，可以玩好几个馆，还是很建议去玩的，带着宝宝看看，
就是很多阿姨强卖强买很烦人，硬塞你手里",4.0,2020/10/4,0,0
443,值得去报一下。某野啊所以担心我的时候到了吧亲人朋友还不知道了解历史密斯特岗位你绝对啊所以周六周天是我的吗还是啥时候能跟人家说是这么说我了我想着是我想多了也没用啦？墨兰蔻奇迹再现在进门子淄博师专业的呢！嗯嗯好哒谢谢糖糖乐团购了解历史好像有差别吗唉唉声叹气死我了快去吃，所以。,3.0,2020/10/9,0,1
444,很满意，很适合大人小朋友一起玩耍,4.0,2021/1/16,0,1
445,开心,5.0,2020/11/29,0,1
446,不咋地，啥也没有，免费的看的东西很少。,2.0,2021/1/17,0,1
447,"首先感谢政策，现在水族馆免门票
我是去了水母宫和海豹馆，据说还有别的馆，但是我没找到，也没去，主要是我就是想来看水母，抖音上关于水母的小视频都好好看
入口在水母宫的入口，根据提示很好找，验票后就可以进去看水母，地方挺小的，但是种类很多，水母是真的好漂亮，自带发光
除了水母宫，下去台阶就能看到海豹馆，这个也是免费的不需要再次买票，直接进去就可以。",5.0,2020/9/12,0,1
448,乘坐1块钱公交车6号线到鲁迅公园站，本来打算去海军博物馆，谁知闭馆维修，孩子有点小失落，幸运的事来了，水族馆免费开放，小小的水族馆，大大的知识，孩子很开心，孩子的海洋百问开启了，涨知道了，海底世界＋水族馆都值得亲子游。,5.0,2020/10/4,0,1
449,免费预约去的，很漂亮，爱了爱了,5.0,2020/11/13,0,0
450,就是企鹅有点小孤单,4.0,2020/11/18,0,1
451,带孩子来开阔视野，很棒。,5.0,2020/12/18,0,1
452,人很多 场地不大 当时免费入馆才去的 如果不免费的话 应该不会考虑去,2.0,2021/1/12,0,1
453,"🦛游玩路线：
1、第一站——梦幻水母馆，进门展示预约的二维码（📌tips：剩余的所有都需要这个码哦，可以提前截图哦）基本是看水母为主，有几个大的玻璃窗适合拍照，早点去拍照的人少哦。
2、第二站——海豹馆，看海豹为主，还有海狮、企鹅和海龟，可以在大的玻璃窗前拍照，但是海豹海狮都在游，很难抓拍，就看你的摄影技术啦。
3、第三站——海洋生物标本馆，基本都是小型或者大型的标本，有文字介绍，也可以拍照打卡哦。
4、第四站——鲸馆，基本是鲸鱼的标本，可以拍照打卡，还有北极熊标本哦！",3.0,2020/9/12,0,1
454,没啥意思，去一次就不想去第二次,2.0,2021/1/16,0,1
455,人很多，游览的地方很多，孩子很喜欢,4.0,2021/1/16,0,1
456,里面的环境不错，还有海龟企鹅，水母种类繁多长见识了,3.0,2020/11/29,0,1
457,還不錯，到此一遊,4.0,2021/1/18,0,1
458,"首先，海底世界不是免费。很多人都误解了。
水族馆带孩子去看看还是不错的吧。
从海底世界售票口往西走一段那里进，没提前预约的可以门口预约，等大概五分钟就能进去了。先去看水母，拍照圣地，随手一拍就美绝了，拍出来简直太好看。
出来往下走去看海龟海豹啥的，小企鹅只有一只，孤零零的看着。看完海豹出去的，记得过马路去看对面的淡水鱼馆。",4.0,2020/9/17,0,0
459,太好看了！很出片！！哈哈哈，免费的东西不香嘛！,5.0,2020/12/15,0,1
460,趁着免门票期间来的，可能让参观的馆比较少，所以觉得一般,2.0,2021/1/10,0,1
461,还不错，虽然小了点，但是免费已经很难得了,4.0,2020/12/26,0,1
462,还不错，带着朋友一家人来看，孩子很喜欢，,3.0,2021/1/10,0,1
463,很漂亮，建议人少的时候去，可以安静欣赏,4.0,2021/1/9,0,1
464,虽然是海边长大的，还是很喜欢水底世界，漂亮的水母家族，淘气的海象海狮~很有趣哦！这会免费活动限流~需要提前预约时间段，适合一家人游览的地方~宝宝们的科普最好不过了！玩起来有滋有味，也不累~就在鲁迅公园前面那个哦！两个馆可以玩耍~,4.0,2020/9/24,0,1
465,带孩子来玩，孩子很喜欢，停车也很方便,5.0,2021/1/11,1,1
466,十一期间去的青岛，在网上约的水族馆，进去之后都是模型和标本，然后从这个馆里出来就指示去了收费的海洋馆了。不过看介绍，好像还有好多地方没去，就是不好找，最后打听了好几个人才走到那个正经地方，太难了。如果不做好攻略，很容易就花了冤枉钱去海洋馆,3.0,2020/11/20,0,1
467,"孩子特别喜欢！十一期间去了2次~水母好美啊！！！海豹海狮也超级可爱！
但是看到有游客很讨厌伸手去抓玳瑁，还边抓边拍视频。请问抓了玳瑁你就能上天？？？手怎么这么贱啊！！
希望能有工作人员看着并及时制止这种人。本来动物被关在小水池里就很惨了还要被某些人抓来抓去",4.0,2020/10/12,0,1
468,非常不错了，人少的时候去很好，小孩很喜欢水母和海豹,5.0,2021/1/3,0,1
469,"挺好的✔
真的挺好的✔
下次还会想去✔",3.0,2021/1/14,0,1
470,特别好，开阔视野,5.0,2020/11/11,0,1
471,体验还算挺好的，特别是海狮海豹馆很喜欢。 唯独水母馆检票员态度不好，不管是本地人还是外地人、老年人还是年轻人说话都很强硬，无人情味，不适合干服务行业。建议加强服务行业的相关培训,4.0,2020/11/21,0,1
472,青岛水族馆到2020年底前，已经免费开放，景点分为水母馆，海豹馆，淡水鱼馆，非常值得过来参观，特别是带小朋友来看看，海洋世界，学习知识很有必要，提前5分钟预约即可，扫码进馆，工作日人少一些，非常棒,5.0,2020/10/23,0,1
473,怕国庆黄金周人太多，赶在十一放假前去的，人不是很多，在公众号上提前预约就行，有4个馆是免门票的，孩子两岁半，带着去看了水母，企鹅，海狮，海豹。停车场不是很大，停车不太好停，建议公共交通前往，等孩子大一点会在带她去,5.0,2020/10/20,0,1
474,非常满意，水族馆特别漂亮，里面各式各样的水母五彩斑斓美不胜收，还有海狮海豹游来游去，很好看啊，点赞！！,5.0,2020/12/26,0,1
475,小孩很喜欢,5.0,2021/1/12,1,1
476,一般吧   没什么兴趣 人多的挤着走  没有想象中的好,2.0,2021/1/9,0,1
477,挺好的，回来就通知去做的核算检测，不一样的体验，棒棒哒,5.0,2021/1/5,1,1
478,哈哈，因为今年特殊情况，免门票，正好宝宝小，花钱也看不明白个啥，免门票带宝宝去看看溜达溜达还真挺不错的，有两个馆免费吧，海豚馆还有水母馆应该是，人还可以，不多不少，拍拍照，然后看看标本长点基本知识，不错，挺好的选择！！,3.0,2020/9/28,0,1
479,就是一个简简单单的水母馆，十分钟就逛完了，商家的主要目的是让大家消费去旁边的海底世界，单独为看水母来看真的没有必要，但是沿海一条线拍照真的很好看，景色很美，出大片的地方，周末去的时候人好多，可以挑其他时间去,4.0,2020/10/6,0,1
480,海底世界水族馆很惊艳，买票验票都很方便，里面很大，可游玩性也很大，里面有各种各样的水母，还有海龟和海豹，海狮。海狮很顽皮，很喜欢小朋友，对着小朋友做各种各样的表情，人也不是很多，适合一家人去看看，真的很有意思。,5.0,2020/10/20,0,1
481,整体不错就是感觉有些小，当时和朋友一起去的，朋友很喜欢，夏天去是个很凉爽的地方,3.0,2020/12/27,0,1
482,蛮好的，很好看美丽,4.0,2021/1/10,0,1
483,水母馆观感挺好的，种类丰富，推荐工作日去，人少安静。,3.0,2020/11/2,0,1
484,刚好免费的，就预约过来看看，只有水母可以免费看。不过也挺好的，挺多水母种类，有的很好看很神奇。,4.0,2021/1/1,0,0
485,超有意思,5.0,2021/1/13,1,1
486,全是标本 还不够油钱 真是没啥意思,2.0,2021/1/7,0,1
487,"【环境】还可以
【项目】还不少可以看见很多水母什么的",3.0,2020/11/15,0,0
488,周日去的因为是休息日所以人超级多，大人孩子一大堆人…不过看的也还算过瘾，不要这么多人就更好了😉,4.0,2020/10/26,0,1
489,品种多样的水母，科普好地方！,5.0,2021/1/7,1,1
490,挺好的，还是免费的，可以给大家科普一下海洋知识，提升全民素质,5.0,2020/11/6,0,1
491,人太多，但是免费哦，不错的选择，带孩子去不错的,3.0,2021/1/4,0,1
492,环境不错的，现在直接去免门票，水族馆不花钱，海洋世界还是的。这里交通不方便，建议走路或骑车来。水族馆里有海豹海龟，还有水母馆，适合家庭，有带小孩👶🏻子的去，里面有空调冬暖夏凉的。附近没有卖吃的，记得带点。,5.0,2020/10/6,0,1
493,除人太多了，节假日去的，其他的都很好，里面水母很漂亮,3.0,2021/1/4,0,1
494,太美啦  免费更香,5.0,2020/11/18,0,1
495,美丽,4.0,2021/1/10,0,1
496,赶上免费票，风景非常棒。水族馆里很干净，各种各样的水母非常漂亮，小海豹还有小海狮都太可爱啦！！！但是，馆里只有一只小企鹅，孤零零的站在那，太孤独啦！！怪可怜的，快点儿快点儿给它找个伴儿吧！！！！！！！,5.0,2020/10/30,0,1
497,好👌，我的小姐姐们都是因为我的小姐姐们都在看电视剧了,4.0,2020/11/16,0,0
498,一时兴起，因为青岛水族馆免费预约参观，带着娃和父母一起去的，全程几个馆都逛的很开心，孩子不大，但是也是充满好奇的各种看，最后美中不足的是最后淡水生物馆出来后天下暴雨，一时间抱着娃不敢走了，等老公来接路上就2个小时，工作人员很好，最后还送了3件一次性雨衣，留着门让躲雨，点赞，鲸鱼馆没去成，下次有机会再去,4.0,2020/9/12,0,1
499,很好，一家人一起出行。,4.0,2021/1/9,0,1
500,不错，就是免费参观的场馆少，看孩子玩玩也够了。,4.0,2021/1/4,0,0
501,超级梦幻，好看,5.0,2021/1/8,1,1
502,水母是馆和海豹馆，不错，就是停车不方便,3.0,2021/1/5,0,1
503,还不错，环境，都挺好小动物也很可爱,3.0,2021/1/4,0,1
504,很好  疫情期间免费  学到知识  孩子喜欢,3.0,2021/1/2,0,1
505,除了人太多，其他都还好，里面也没有特别好玩,3.0,2021/1/3,0,1
506,还不错很满意。。。。这。这。。,3.0,2021/1/8,0,1
507,感谢青岛水族馆的活动，能免费游玩实在太棒了。水族馆里面的整体环境很不错，员工态度也特别好，尤其是水母馆里面特别漂亮，还有海豹馆，里面的海报特别可爱，真的是一次特别棒的游玩体验，下次再去其他场馆玩一下。,5.0,2020/10/18,0,1
508,免门票可以参观其中四个场馆，水母馆，海豹馆，海洋生物馆和淡水生物馆，海底世界需要收费，其中水母馆和海豹馆都是活体动物，两个生物馆都是模型，水母馆里很漂亮，有各式各样的水母，海豹馆里有可爱的海豹，海狮，还有海龟和企鹅，总体来说很不错的地方。,4.0,2020/9/22,0,1
509,"青岛的老水族馆，跟海底世界那个院是分开的，在海底世界正门右手边100米左右的入口，建议提前通过海底世界官微预约，否则现场预约要等五分钟才能入园，建议打车去，门口那条路是禁停路，不好停车.
8月1日开始的免费馆只有水母馆和海豹海狮馆，大约半个小时就玩完了，虽然跟一百多元的海底世界门票看到的景象无法比较，但还是觉得很香.
有海星海螺各种各样的水母，海狮海豹海龟还有一只小企鹅，是夏日乘凉的好地方，建议工作日去哦人少会有好的体验",4.0,2020/8/22,1,1
510,水母比较梦幻，海洋世界的神奇，哈哈哈哈,3.0,2021/1/2,0,1
511,只有靠近海边的位置才会有这么丰富的海洋生物，地方挺大的，现在疫情期间免费，除了海底世界收费，挺好玩的，大饱眼福，玩的很开心，靠近海边，心情都很美好(✪▽✪)值得一去，水母太漂亮了，种类很多，,5.0,2020/9/28,0,1
512,值得一去，推荐,4.0,2021/1/5,0,1
513,海洋的世界，里面水母很美，非常漂亮还有好多好多……,4.0,2020/11/16,0,0
514,水母馆特别好，孩子特别喜欢，挺开眼界的。,4.0,2020/11/23,0,1
515,还不错啊，人好多哈哈,4.0,2021/1/6,0,1
516,"里面味道有点多哈哈哈哈 
都好肥好看",3.0,2021/1/2,0,0
517,现在景区免门票，可以参观水母馆，海豹馆，海洋生物馆和淡水生物馆，前面两个是活体动物比较有意思，有各式各样的水母，还有可爱的海豹，大海龟和企鹅也很有趣，而后面两个场馆都是模型和讲解以增长知识为主，总体来说还是不错。,4.0,2020/9/22,0,1
518,免费观看真的太棒了，水母馆真的惊艳到我们了，国庆期间人还是比较多的，要先计划好。首先去水母馆，参观完后一出门就有提示让你去参观海豹馆，之后出门上楼梯，去马路对面参观淡水生物馆。那里的鱼真的多种多样。总之这是一次不错的体验,5.0,2020/10/4,0,1
519,还是很满意的,4.0,2021/1/7,0,1
520,水母很漂亮，涨知识了，还有海龟呢，跟海豹馆一起的，别忘记去海豹馆,4.0,2020/12/28,0,1
