,评论,得分,时间,点赞,回复
246,超级划算价格合理，老板非常好，强烈推荐给大家，下次来还要坐！,5.0,2020/9/20,0,1
247,体验感不错，环境也很美，价格透明，没有乱收费行为，推荐全家来玩,5.0,2020/9/20,0,1
248,设施好，服务也好  感觉很好,4.0,2020/9/25,0,0
249,毫无疑义只是一厢情愿是随心所欲陕西省文物我Tommy油泼面膜祛痘去痘印,2.0,2020/9/16,0,0
250,假期来做摩天轮 价格也划算 推荐推荐，环境真心不错,5.0,2020/9/20,0,1
251,感受不错，很稳，孩子不害怕，很安全，工作人员很贴心！,5.0,2020/9/20,0,1
252,带着家人过来玩，孩子很喜欢，老婆也很开心，推荐,5.0,2020/9/20,0,0
253,设备很干净卫生，工作人员很有耐心，推荐来玩,5.0,2020/9/20,0,1
254,环境不错，推荐大家来玩，带着孩子来玩不错，强烈推荐,5.0,2020/9/20,0,0
255,孩子一直期待的摩天轮，今天终于有机会带孩子来了，激动的他们一直催，好开心,5.0,2020/9/13,0,1
256,带孩子出来游玩，分享快乐的好心情，好好的了看着大海，别有一番韵味,5.0,2020/9/13,0,0
257,设施很完善，安全到位，风景优美，强烈推荐游玩。,5.0,2020/9/18,0,0
258,很安全，上去很稳，孩子也不害怕，工作人员服务态度很好，下次还来。,5.0,2020/9/13,0,1
259,一般般，你要怎么知道您随心所欲陕西省咸阳市呜呜呜哦,1.0,2020/9/16,1,0
260,带孩子来不错，挺新的，之前路过没发现，体验感不错，建议带着孩子过来,5.0,2020/9/13,0,1
261,带着家人来玩的，都很开心，不错的体验，服务态度很专业，很好,5.0,2020/9/13,0,0
262,第一次做摩天轮，好玩！很喜欢！周边风景也非常美丽！可以看到大海！,5.0,2020/9/10,0,0
263,服务周到，细心，附近环境也不错，设备很干净，推荐朋友们来玩！！！！,5.0,2020/9/10,0,0
264,工作人员服务很好，很细心，价格合理，推荐全家过来玩,5.0,2020/9/12,0,1
265,环境优美，摩天轮很新，卫生很干净，值得过来玩，推荐！！！,5.0,2020/9/13,0,0
266,服务周到，孩子特别喜欢玩耍，特别推荐，以后还会再来！,5.0,2020/9/12,0,0
267,强烈推荐，这里环境优美，设施很新，工作人员服务热心,5.0,2020/9/10,0,0
268,只能说还好吧，附近的景色不是很美,3.0,2020/9/16,0,0
269,非常漂亮，推荐大家购买观看,5.0,2020/9/17,0,0
270,￼超级好看 很想去晚上但是时间￼不对 ￼可惜了￼￼￼,5.0,2020/8/3,0,0
271,适合家人一起过来旅游，这次家人朋友们体验感都很不错,5.0,2020/9/10,0,0
272,环境不错，带着孩子来玩很适合，很稳，很安全,5.0,2020/9/12,0,1
273,很不错，以后还要带朋友们一起过来玩，推荐大家来旅游,5.0,2020/9/10,0,0
274,售票处讲解的很详细，没有乱收费行为，不错,5.0,2020/9/10,0,1
275,非常好玩！很喜欢！可以看到大海！特别高，喜欢喜欢！！！爱了！！！,5.0,2020/9/10,0,0
276,还不错，挺慢的，时间挺长。就是那边景色不算太好，从高空看稍微有点荒凉,3.0,2020/8/31,0,0
277,缺乏氛围感，如果做个主题装饰营造一下氛围可能会好一点，还有一个最不满意的就是不含停车费用。,4.0,2020/8/23,0,0
278,第一次体验摩天轮，感觉还不错。❤️❤️,3.0,2020/9/5,0,0
279,人比较少，感觉有点冷清，看景色可以的！,3.0,2020/9/4,0,1
280,挺好的  每个人都应该体验一次,4.0,2020/9/3,0,0
281,摩天轮很不错，安全性高，风景优美,3.0,2020/8/31,0,1
282,"设施还不错  
【交通】 
周围环境很浪漫 拍照也很好看",5.0,2020/8/29,0,1
283,情人节安排一波摩天轮🎡，景色非常美哈哈哈，售票员小姐姐人很棒哦🤗,5.0,2020/8/25,0,1
284,位置不错，设施新颖，附近环境很美，工作人员很热情,5.0,2020/8/23,0,0
285,价格很实惠，港中旅必要项目。很赞的体验，五星好评。,5.0,2020/8/25,0,0
286,工作人员服务周到细心，推荐大家来玩,5.0,2020/8/23,0,0
287,终于有时间过来啦，景色很不错，开心🥳哈哈哈哈哈哈,5.0,2020/8/25,0,1
288,景色很美，在高空中看到家乡不一样的美，很棒,4.0,2020/8/24,0,0
289,很不错，工作人员讲解的电话很详细，很有耐心，不错,5.0,2020/8/23,0,0
290,浪漫的摩天轮,5.0,2020/8/24,0,1
291,不错，值得推荐，上面很稳当，带着孩子来不错,5.0,2020/8/23,0,0
292,很好，推荐大家过来玩，设施很安全，卫生干净,5.0,2020/8/23,0,0
293,环境很优美，适合情侣过来游玩，解说很详细,5.0,2020/8/23,0,0
294,小哥哥特别帅服务特别好。小姐姐特别漂亮。摩天轮特别好玩儿。下次我们还会再来的。,5.0,2020/7/29,0,0
295,环境不错，里面有空调，价格合理，工作人员很热情,5.0,2020/8/15,0,0
296,环境很不错，更适合情侣一起，哈哈哈,4.0,2020/8/22,0,0
297,附近景色很美，工作人员很热情，解说仔细，上面有空调，值得一玩,5.0,2020/8/15,0,0
298,景色好设备新服务态度好  海边空气也很好。,5.0,2020/8/15,0,0
299,工作人员很细心，不错的体验，推荐大家来亲子游,5.0,2020/8/15,0,0
300,还不错的，就是本人恐高…全程是坐地上熬过来滴…真的吓死宝宝了,4.0,2020/8/15,0,0
301,其实还可以，如果去洗温泉顺便坐一下，推荐的！单独去就有点不值当了！,3.0,2020/8/9,0,0
302,好评，可以看到景色，转的很稳，很好玩景色很好,5.0,2020/8/15,0,0
303,还不错，小点了，整个区域玩的东西太少,3.0,2020/8/15,0,0
304,这家的摩天轮特别好玩，服务也特别的好，我特别喜欢这里,5.0,2020/8/15,0,0
305,摩天轮第一次做，带孩子坐挺好的,4.0,2020/8/16,0,0
306,强烈推荐，环境优美，位置不错，孩子很喜欢，推荐大家来玩,5.0,2020/8/11,0,0
307,好的很  非常的喜欢飞起来可以看到整个港中旅 一面房屋一大片海边,5.0,2020/6/22,1,2
308,一圈18分钟，风景还行，不过夏天玩肯定会闷死，我们是晚上去的还有点热,3.0,2020/8/6,0,0
309,人长的漂亮，服务好，风景宜人，值得一去！,5.0,2020/8/10,0,0
310,还行就是在上面转了一圈，我不明白的是去了现场买票两个人是100，在美团就便宜！是真敢要啊！反正我觉得这个地太坑了，买了票还不给，说直接上去就行了，就这么节约纸？还是你要留着送给谁？自己买的票连看一眼都看不了，这工作人员也挺神的，真牛,3.0,2020/5/26,0,1
311,还不错带孩子看看，父亲带孩子体验下高处不胜寒！,3.0,2020/8/9,0,0
312,摩天轮服务热情周到，售票工作人员很细心，不错，这是我玩过最有意思得游乐项目了，推荐,5.0,2020/7/26,0,0
313,服务很到位 山海之间值得一看下次有机会还会来,5.0,2020/8/5,0,0
314,挺不错的，就是孩子有点恐高，刚上来时候有点怕,4.0,2020/6/14,0,1
315,第一次坐摩天轮可以尝试尝试，一开始我们都以为没开放，结果走进才发现摩天轮是转动的，有想法去的话可以提前一天预约票，成人才29一张，当天现买就45一张了，开了有一段时间了，第一次去，还不错，就是去的那天有大雾，景色一般般,5.0,2020/5/18,0,1
316,一般时间快 价格高服务态度差啦啦啦,2.0,2020/7/30,0,0
317,"设施服务环境都不错 不过恐高的人就不建议了
如果只是轻微那可以的 因为设施什么的都很全",3.0,2020/6/2,0,1
318,附近环境不错，摩天轮上看风景很美，工作人员服务周到，大家来玩呀,5.0,2020/7/24,0,0
319,设施非常安全，面靠大海，景色宜人，都是美女多汉子小,5.0,2020/7/25,0,0
320,服务细心周到，没有宰客现象，推荐大家来玩，青岛不欺负外地人,5.0,2020/7/25,0,0
321,服务很好，性价比高，交通方便，环境优美，值得全家游玩,4.0,2020/7/25,0,0
322,环境真的很优美，摩天轮很稳，孩子玩的很开心，卫生不错,5.0,2020/7/26,0,0
323,没啥感觉，上去景色一般，还不如外面溜达一下呢！,2.0,2020/7/28,0,0
324,拖家带口6个人，一个包厢，解决害怕担心问题，性价比很高,5.0,2020/7/25,0,0
325,非常好👍，里面自带空调，速度很缓慢，环境很美,5.0,2020/6/26,0,1
326,超级满意，环境优美，服务态度很好，很贴心，值得推荐,5.0,2020/7/24,0,0
327,空调有点冷其余的还是很不错的！价格什么的也很合适,3.0,2020/7/23,0,0
328,非常美，很好的体验,5.0,2020/7/26,0,0
329,青岛唯一的海上摩天轮，海景很美，下次还会再来,5.0,2020/7/21,0,0
330,不错，一览即墨的风景还有海景，就是像我这种恐高的人，实在是太遭罪了,5.0,2020/6/12,0,1
331,"每次去港中旅都看到这个摩天轮，今天和朋友们一起坐了一次，从高空俯瞰底下的景色，非常不一样的美，看到一望无际的大海，底下的人们像一个个的小蚂蚁一样，远处景色也很美…………下次来也一定会再次来打卡摩天轮的",4.0,2020/5/10,0,1
332,一睁眼一闭眼就过去了。这个钱花得快,3.0,2020/7/18,0,0
333,周围有很多小吃，玩累了可以在周边买好吃的，是很方便的呦～在摩天轮上可以观看到很美的海边风景，去到港中旅坐摩天轮是必不可少的，希望你们也都来玩呀！,3.0,2020/5/4,0,1
334,老婆说很美，超赞,5.0,2020/7/18,0,0
335,有空调，风景特别好，走过路过不要错过,5.0,2020/6/7,0,1
336,很干净 里边有空调 夏天进入也不会热,3.0,2020/7/14,0,0
337,很好！第一次坐。孩子很开心,5.0,2020/7/14,0,0
338,人好多，挺好的,4.0,2020/7/14,0,0
339,感觉风景还不错🌸🌸🌸🌸🌸🌸,3.0,2020/5/28,1,1
340,恐高，害怕，,4.0,2020/7/11,0,0
341,还不错，一眼俯瞰整个海岸哈哈哈哈,4.0,2020/7/9,1,0
342,还不错，一点都不可怕哈哈哈哈哈哈,3.0,2020/7/9,0,0
343,孩子说没意思，我玩过很多次摩天轮，这是最差了一次体验，雾气腾腾，看不清，还有就是服务态度差，停车还收费，景区就不能提供免费停车的服务，从市里跑那么远去玩，后悔莫及,1.0,2020/5/16,1,1
344,"【环境】很好，人不多，大家都玩的很开心，就在海边，还可以去，海边逛逛，大概15分钟可以赚一圈
【交通】交通很便利，开车从即墨大概半个小时就到啦，也有地下停车场，也有地上停车场
【项目】这个是即墨的摩天轮项目，非常大，很好玩
【餐饮】有一些吃的，但是不太多，我们可以在那里逛逛商店，有一些阿迪达斯耐克和其他品牌的折扣店，大家可以去海边逛完再去逛街，然后再玩摩天轮就可以回家啦",4.0,2020/3/20,0,1
345,good 上面的风景很不错 设施服务好,3.0,2020/6/2,0,1
346,孩子很喜欢，环境不错，就是服务真心不咋滴,3.0,2020/6/29,0,1
347,很好，服务也好,5.0,2020/7/1,1,0
348,还可以，我们去两次了！价格也合适！,3.0,2020/6/27,0,0
349,不错，能看到整个海岸，下面还有一条小路可以拍照,4.0,2020/6/24,0,0
350,很慢，但是升到半空中时候还是有点儿害怕。适合孩子，对大人来说没什么太大刺激。,3.0,2020/6/12,0,1
351,挺好玩的，和男朋友一起去的景色很美，建议没风的时候去哦,4.0,2020/4/14,0,1
352,还行啊 但是不知道为什么两个人90 拍了90¥双人的 后来看到还有28一个人的 不知道什么意思 商家麻烦解释一下,3.0,2020/6/9,0,1
353,挺好的，因为是白天去的，晚上去应该会更好,3.0,2020/6/22,0,0
354,速度比较缓慢没有那么吓人，感觉还是不错的，和好朋友一起玩挺好，值得体验,4.0,2020/4/30,0,0
355,一开始以为会害怕，结果运行很稳，没有颠簸，颤抖之类的，虽然今天有点阴天，但是风景一样美丽！,5.0,2020/4/19,0,1
356,母亲节带妈妈和婆婆去玩的，挺好的，速度不是很快，老人都能接受，景色也好看,3.0,2020/5/10,0,1
357,【项目】很好，但是感觉没有20多分钟，感觉很快就结束了（也有可能是我的心里错觉）,4.0,2020/6/11,0,1
358,我恐高我对象想玩摩天轮，我鼓起勇气就上去了，当我上去呐一瞬间整个人都不行了！我直接坐地上了把口罩当眼罩。差点没给我吓翻白眼喽！全程闭眼睛心脏砰砰的。刺激…得劲儿～,3.0,2020/4/28,1,1
359,光害怕去了，风景不错，升高的时候左右摇晃挺吓人的,3.0,2020/5/25,0,1
360,恐高的不要去，挺吓人的，我就有点恐高,5.0,2020/4/21,0,1
361,嗯……就没什么感觉,4.0,2020/6/10,0,0
362,还可以  没有想象中的呢么好，一般吧,2.0,2020/6/7,0,1
363,票价设置很灵活，还有专门的儿童票，美团购买比现场购买便宜一半，觉得美团太好了,4.0,2020/5/10,0,1
364,直接连接沙滩，可观海景的摩天轮，周围餐饮也很方便,5.0,2020/5/31,0,1
365,不错 今天风特别大 还没人 就我们俩座 转一圈10多分钟吧 挺过瘾的,5.0,2020/5/13,0,1
366,挺好的转的挺慢的价格还算可以，可以体验,3.0,2020/6/5,0,1
367,很好哦,4.0,2020/5/21,0,0
368,高处不胜寒，风景无限好！！！！！！！！！！！！！！,3.0,2020/5/3,0,1
369,穿过人间隙流，我们在夏之繁茂时再见,4.0,2020/6/2,0,1
370,29元转了一圈，速度很慢，很平稳，孩子站着也没事。,3.0,2020/5/31,0,1
371,还不错   就是去的当天没有看天气预报   海上大雾没有看,3.0,2020/5/31,0,0
372,下雨天去的，有一种静谧的感觉，心也会平静下来。,5.0,2020/4/21,0,1
373,带孩子坐坐，没啥感觉，呵呵哒,4.0,2020/6/2,0,1
374,服务好、器械新、景观无敌大海景、青岛最高、推荐来玩！,5.0,2020/5/25,0,1
375,风景这边独好，高高的好好看。超级喜欢，给孩子玩具，服务特别好。,5.0,2020/5/24,0,1
376,挺好,5.0,2020/5/2,0,1
377,服务挺好  但是就转一圈就完了  有点短,2.0,2020/4/26,1,2
378,还挺好玩的，我被吓到全程闭眼哈哈哈哈哈哈哈,4.0,2020/5/27,0,1
379,太棒了！,5.0,2020/4/4,0,2
380,好，太好了，好评，风景这边独好，高高的好好看。超级喜欢,5.0,2020/5/24,0,0
381,服务人员态度很好 风景不错 值得体验,5.0,2020/5/24,0,1
382,挺好的。高处还有点怕。值得体验,3.0,2020/5/27,0,1
383,挺好的就是害怕怕怕怕怕怕怕怕怕怕怕🤗,3.0,2020/5/25,0,1
384,太好啦太好啦,4.0,2020/5/28,0,1
385,还不错,5.0,2020/5/26,0,0
386,周边太荒凉，感觉这个票在这个地方有点贵,3.0,2020/5/16,0,1
387,都很好，只是大雾天白茫茫，但是氛围很好,4.0,2020/5/17,0,1
388,设施好服务好风景好各方面都挺好建议大家来玩,5.0,2020/5/16,0,0
389,很满意 环境挺优美的也可以做很多人强烈推荐,5.0,2020/5/16,0,0
390,环境 很好  可以做很多人强烈推荐服务也好,5.0,2020/5/16,0,0
391,一直想坐摩天轮，不错挺好的，很满意。,3.0,2020/5/17,0,0
392,停车费20。最坏了就是，。。。没有票。,1.0,2020/5/16,1,0
393,环境非常好，而且每一个座位都消毒，在上面一点都感觉不到头晕，景色特别美！,5.0,2020/4/6,0,1
394,即墨大港中旅不错，没事可以去转一转,3.0,2020/5/8,0,0
395,都挺好的，去过没多久就分手了,5.0,2020/5/3,3,1
396,只是为了去做摩天轮，周边景色蛮好看的，还不错吧,3.0,2020/4/24,0,1
397,【环境】非常高非常开心景色非常优美,3.0,2020/4/27,0,1
398,孩子很习惯,5.0,2020/4/23,0,0
399,还行还行还行还行吧台车去吧唧一口老血厚点半了吧台的时候回来你的人生,3.0,2020/4/12,1,1
400,可以可以风景不错，可以尝试尝试,3.0,2020/4/13,0,1
401,挺不错的，就是离市区比较远，去了天都黑了，但是挺高的，挺享受的,3.0,2020/3/29,0,0
402,第一天来青岛就是来的这里，第一次坐这么高的摩天轮，体验挺不错的,3.0,2020/3/29,0,0
403,青岛的人真的很温暖。工作人员很贴心。特别是有个美女陪我们聊了很久。本来风大关闭了。后来我们等了一会。经过工作人员一遍遍监测终于如偿所愿的坐上了期待已久的摩天轮。虽然天气冷，但人心太暖了!点赞,5.0,2019/12/31,0,0
404,价钱还可以吧，不过没啥玩的，设施还需完善,3.0,2020/3/4,0,1
405,"。。。。
【环境】
【交通】
【交通】
【项目】
【项目】
【项目】
【项目】
【餐饮】
【餐饮】",1.0,2020/2/7,2,1
406,现在去人不是很多，小朋友心心念念的终于坐上了，下来之后去海边玩一会儿一上午的时间就过去了，很好,5.0,2019/12/16,0,1
407,"梦欢乐园～
速度很慢，高空景致，音乐效果一般，时间不长，感觉二十分钟左右。",3.0,2019/12/6,0,1
408,真的特别漂亮,5.0,2019/12/23,0,1
409,很棒哦！但是晚上去应该更好！,5.0,2019/12/27,0,1
410,还可以，没想象中的惊艳，但npy玩的还算开心。,3.0,2020/1/22,0,0
411,环境很好，终于坐上了摩天轮，很开心,4.0,2020/1/12,0,1
412,恐高，还不错，就是小棚子里有味道,3.0,2019/11/25,0,1
413,人生第一次坐摩天轮，吓死我了，我儿子手心都出汗了哈哈哈哈，太刺激了,5.0,2019/12/28,0,1
414,环境不错，速度很慢，让我这个恐高人士竟然没有害怕，好评好评☺️,4.0,2019/10/21,0,0
415,碧海蓝天与小镇，简直太美了,5.0,2019/11/7,0,0
416,非常满意，如果军人能免费就好了，多出点拥军政策吧,5.0,2019/12/18,0,1
417,价格有点贵,4.0,2019/12/19,0,1
418,停车收费不大合理，还不给小票，，，，，，,2.0,2019/12/16,0,1
419,🐒白天去的。人不不多，景色很美。晚上没去做过，应该会黑吧,4.0,2019/11/30,0,0
420,第一次坐感觉蛮刺激的。。。。。。。。。,3.0,2019/11/19,0,0
421,挺好的，里面停车收费封顶10块,4.0,2019/10/8,0,0
422,还算不错的，小孩子挺高兴的，，价格实惠。,4.0,2019/11/25,0,0
423,挺好的  晚上去的时候正好摩天轮开灯  下面有小吃大排档  听歌,5.0,2019/10/6,0,0
424,摩天轮上去之后特别好看非常好看非常非常,4.0,2019/11/17,0,0
425,景色很美，景区不够人性化，要转一圈才能回到另一个地方，中间给人肉堵上了，靠海,3.0,2019/11/1,0,0
426,环境很好，空气很新鲜，适合一家人在一起玩,3.0,2019/11/8,0,0
427,孩子跟爷爷上去了,4.0,2019/11/10,0,0
428,还行，就是转了一圈，也就是体验下，不回去第二次,3.0,2019/11/6,0,0
429,坐上还有点小紧张哈哈，有空调放着音乐，很舒服，慢悠悠的欣赏风景,5.0,2019/9/16,0,1
430,"售票员人美声甜，声沁心窝。风景大海扑面，心情爽朗。设备蔚为大观，令人向往之一座。
好！非常好！",5.0,2019/10/21,1,0
431,还可以，就是拍照不好看，周围没啥人，去的时候阴天闷热。,3.0,2019/9/27,1,0
432,可以看到整个海岸线，就是距离比较远。地铁过去还算方便吧,5.0,2019/10/4,0,0
433,一般没什么风景可言不太值就满足个好奇心,2.0,2019/10/26,0,0
434,中秋去的 人不算太多 不需要等太久 一圈坐下来也就二十分钟吧 带着孩子去的 主要是为了让孩子开心开心 从来都没做过,3.0,2019/9/23,0,0
435,俺们是隔壁东李村大学的，带同学来玩，其实还不错啦，海景挺美滴,5.0,2019/10/14,1,1
436,家门口的美景  太美,5.0,2019/8/25,1,0
437,体验还不错。就是有点贵了5555～,4.0,2019/10/24,0,0
438,满意的乘坐，风景优美，感觉凉爽,3.0,2019/10/19,0,0
439,我想和你一起去旅行，在摩天轮最顶端看星星,5.0,2019/8/30,0,0
440,整体还可以吧，就是停车不是特别方便，第一次去没有明显的指示标，感觉还是可以的,5.0,2019/10/9,0,0
441,很实惠，很好看。晚上的时候灯火璀璨，海也很安静,3.0,2019/10/16,0,0
442,还可以，跟两个朋友一起玩的，都挺开心,3.0,2019/10/17,0,0
443,安全性还可以吧，没多大吸引力，不过不会再去了,3.0,2019/9/27,0,0
444,出钱快，服务好，景色很棒，有机会都来玩玩，就是旁边的配套太差了，找了个地方吃铁板烧，还很不好吃！,4.0,2019/9/29,0,0
445,接待室太小！接待人员面无表情！对于游客问题也不抬头，服务态度不行,2.0,2019/10/4,0,0
446,服务态度不好！对于游客问题接待人员面无表情，不抬头！接待室太小了！！！,2.0,2019/10/4,0,0
447,还不错，夏天去的，冷气太足了，得带外套,3.0,2019/10/10,0,0
448,感觉不错,4.0,2019/8/24,0,0
449,停车方便，园区很大，摩天轮上景色很美。,3.0,2019/10/7,0,0
450,不错，就是有点贵，转的很慢很慢,3.0,2019/8/13,0,0
451,带着俩小孩去做的，刺激哈哈哈。风景好。里面还有空调一点也不闷。,5.0,2019/10/3,0,0
452,哈哈哈哈哈好喜欢你们呢～这是怎么啦,3.0,2019/10/7,0,0
453,体验效果还不错，环境也挺好的，,3.0,2019/9/18,0,0
454,有点贵，时间短，速度慢，还可以,3.0,2019/10/1,0,0
455,一点都不好，忽悠人，票价太贵了，环境也不好,1.0,2019/10/1,1,0
456,有点吓人，设施不错，全封闭的坐仓还有空调,3.0,2019/8/13,0,0
457,不怕高的的都去,5.0,2019/10/3,0,0
458,景色很美很漂亮，还是可以体验一下的,4.0,2019/8/4,2,2
459,我挺害怕的，不过也要来玩玩，景很不错！,4.0,2019/9/29,0,0
460,哎呦，不错哦,5.0,2019/10/2,0,0
461,很不错出票快，没排队傍晚简直太美了,5.0,2019/8/22,0,0
462,很好玩,4.0,2019/9/26,0,0
463,时间太短了一点不好玩。大热的天带着孩子去玩，一点都没有惊喜。,2.0,2019/8/28,0,0
464,设施还可以，环境也不错，可以去玩玩,3.0,2019/9/21,0,0
465,还不错，就是没坐够，就下来了。。。。,3.0,2019/9/21,0,0
466,还不错 运行起来很平稳,5.0,2019/9/2,0,0
467,强烈推荐！！！,5.0,2019/9/21,0,0
468,风景好,5.0,2019/7/19,1,3
469,超级棒，坐在里面欣赏周边风景超级好，里面还有空调，一点也不热,5.0,2019/7/21,0,0
470,蓝色硅谷好地方。大家都去买房吧,5.0,2020/1/20,2,1
471,超级美,5.0,2019/9/4,0,0
472,去过很多城市坐过很多摩天轮，收费属于偏高的！没有美团话价格是50一个人，景色环境还可以,3.0,2019/8/14,1,0
473,不怎么样，感觉浪费钱，不建议来,1.0,2019/8/30,1,0
474,我不恐高！感觉真好,4.0,2019/7/23,2,0
475,孩子非常喜欢,5.0,2019/8/31,0,0
476,挺不错的。风景也很美。下次晚上去看看夜景,5.0,2019/8/25,0,0
477,设施新的，带孩子玩玩挺好的,4.0,2019/8/20,0,0
478,挺好的 一圈16分钟左右的 恐高的建议别去,5.0,2019/8/17,1,0
479,风景不错适合刚谈恋爱的情侣 💑谈时间长的就不要去了没意思,3.0,2019/8/12,0,0
480,挺好的。头一次坐，原来摩天轮转的那么慢！人不多，价格合理！,5.0,2019/8/9,0,0
481,服务人员非常周到，环境比较干净，玩的挺开心,3.0,2019/8/12,0,0
482,景色很美，登高望远，大学生免费。,3.0,2019/8/15,0,1
483,还不错88米高,4.0,2019/8/15,0,1
484,不要美团团购，去现场买票更便宜，团购还不可以退！摩天轮感觉还是不错的，服务人员也很热情。,2.0,2019/7/28,0,0
485,emmm…开门的老大爷？？请问你不会打招呼吗？？,1.0,2019/8/7,1,0
486,摩天轮底下海报扫一扫价格25  第一次美团价格比现场票价还贵  有点郁闷,2.0,2019/7/28,1,2
487,挺好还行挺好还行挺好还行15字,3.0,2019/10/4,0,0
